PRNAME,CARUID,crop,forecastYear,forecastMonth,PR ID,Forecasted Median Yield,Forecasted 10th Percentile Worst Yield,Forecasted 90th Percentile Best Yield,% Departure from the Long Term (1987-last year) Mean Yield,% Departure from the Last 5 Years (2019-2023) Mean Yield,% Departure from Last Year's Mean Yield,Crop Potential Index,Bravis-Pearson Coefficients of Determination (R2),Root Mean Square Error,LATITUDE,LONGITUDE
Saskatchewan,4710,winter_wheat,2024,7,47,57.93,49.44,66.42,46.82,5.52,-6.86,0.36,0.58,5.66,51.6393013,-104.1080017
Saskatchewan,4715,winter_wheat,2024,7,47,56.06,45.64,66.48,53.45,,,,0.8,4.87,52.89289856,-105.586998
Saskatchewan,4709,winter_wheat,2024,7,47,54.11,44.56,63.66,31.04,9.59,6.73,0.27,0.38,8.07,51.7173996,-102.4309998
Saskatchewan,4714,winter_wheat,2024,7,47,57.51,47.32,67.7,42.06,-4.11,14.11,-0.22,0.55,7.17,53.01649857,-103.3099976
British Columbia / Colombie-Britannique,5900,winter_wheat,2024,7,59,55.55,55.55,55.55,,,,,,,56.94729996,-116.8280029
Manitoba,4601,winter_wheat,2024,8,46,58.32,47.83,68.82,39.27,,,,0.57,9.07,49.27149963,-100.3990021
Manitoba,4602,winter_wheat,2024,8,46,56.41,47.26,65.55,27.97,,,,0.56,7.54,49.79869843,-100.2649994
Manitoba,4603,winter_wheat,2024,8,46,74.04,63.12,84.95,48.1,,,,0.5,8.93,50.34700012,-100.387001
Manitoba,4604,winter_wheat,2024,8,46,69.48,60.85,78.11,79.2,,,,0.99,1.62,51.0135994,-101.1809998
Manitoba,4606,winter_wheat,2024,8,46,46.82,37.94,55.69,6.66,-11.45,-12.33,-8.89,0.58,7.09,51.12139893,-99.88110352
Manitoba,4607,winter_wheat,2024,8,46,59.06,49.97,68.16,4.01,0.03,0.1,0,0.51,6.45,49.98550034,-98.45970154
Manitoba,4608,winter_wheat,2024,8,46,62.38,55.64,69.13,10.11,,,,0.8,5.36,49.27899933,-98.30419922
Manitoba,4609,winter_wheat,2024,8,46,72.2,60.5,83.9,13.69,,,,0.47,11.97,49.63000107,-96.80410004
Manitoba,4610,winter_wheat,2024,8,46,72.5,57.73,87.27,20.76,,,,0.5,13.46,49.73680115,-95.84950256
Manitoba,4611,winter_wheat,2024,8,46,66.01,52.64,79.39,9.23,,,,0.58,8.41,50.22650146,-97.2460022
Manitoba,4612,winter_wheat,2024,8,46,35.53,20.47,50.59,-25.63,,,,0.75,8.28,55.729599,-97.167099
New Brunswick / Nouveau-Brunswick,1300,winter_wheat,2024,8,13,50.46,41.2,59.72,6.12,-8.21,,-0.31,0.36,7.39,46.61719894,-66.37850189
Nova Scotia / Nouvelle-Écosse,1200,winter_wheat,2024,8,12,58.55,49.8,67.29,-4.78,-18.05,-17.31,-2.27,0.71,5.03,45.14590073,-63.33179855
Ontario,3500,winter_wheat,2024,8,35,91.08,85.47,96.69,25.5,3.29,-2.79,0.36,0.84,3.57,50.44540024,-86.04720306
Prince Edward Island / Île-du-Prince-Édouard,1100,winter_wheat,2024,8,11,67.92,58.82,77.03,31.68,-5.69,-13.81,-0.39,0.66,6.61,46.39030075,-63.2458992
Quebec,2400,winter_wheat,2024,8,24,57.45,49.66,65.24,21.84,4.79,5.6,0.21,0.47,5.86,53.39260101,-71.78160095
Alberta,4810,winter_wheat,2024,8,48,50.46,41.23,59.7,18.21,11.76,-8.75,0.4,0.63,6.67,50.66460037,-110.9089966
Alberta,4820,winter_wheat,2024,8,48,53.83,47.05,60.61,14.59,3.92,21.79,0.18,0.86,4.44,50.52590179,-112.5500031
Alberta,4830,winter_wheat,2024,8,48,63.91,57.1,70.73,28.63,2.09,17.92,0.1,0.89,4.97,51.08769989,-115.1790009
Alberta,4840,winter_wheat,2024,8,48,41.02,32.97,49.08,16.59,,,,0.8,5.16,52.48089981,-111.4990005
Alberta,4841,winter_wheat,2024,8,48,49.25,41.22,57.28,22.95,,,,0.57,5.81,53.36869812,-111.6920013
Alberta,4850,winter_wheat,2024,8,48,70.16,59.25,81.07,54.46,,17.53,,0.77,7.68,52.69950104,-114.6679993
Alberta,4860,winter_wheat,2024,8,48,28.9,18.93,38.87,-17.31,,,,0.66,8.6,56.47129822,-112.810997
Alberta,4870,winter_wheat,2024,8,48,57.35,44.68,70.02,41.7,10.12,19.72,0.56,0.63,10.36,56.94729996,-116.8280029
Saskatchewan,4704,winter_wheat,2024,8,47,48.02,40.92,55.13,47.35,32.65,,0.63,0.72,5.91,49.53290176,-108.7890015
Saskatchewan,4708,winter_wheat,2024,8,47,53.61,45.06,62.15,67.96,,,,0.83,5.73,50.71530151,-108.8300018
Saskatchewan,4703,winter_wheat,2024,8,47,38.37,29.75,47.01,27.34,37.41,351.44,0.62,0.66,6.66,49.54230118,-106.4049988
Saskatchewan,4707,winter_wheat,2024,8,47,40.88,32.88,48.87,17.61,,,,0.8,5.17,50.59840012,-106.6139984
Saskatchewan,4702,winter_wheat,2024,8,47,61.8,51.81,71.8,75.29,5.59,,0.22,0.76,6.7,49.52310181,-104.2490005
Saskatchewan,4706,winter_wheat,2024,8,47,45.46,37.99,52.91,17.57,-11.62,,-0.37,0.65,6.95,50.59830093,-104.3659973
Saskatchewan,4701,winter_wheat,2024,8,47,46.92,35.8,58.04,29.4,,,,0.4,8.23,49.52339935,-102.3099976
Saskatchewan,4705,winter_wheat,2024,8,47,51.2,41.99,60.4,26.78,2.34,27.35,0.08,0.52,6.49,50.58200073,-102.3919983
Saskatchewan,4713,winter_wheat,2024,8,47,53,42.27,63.73,58.58,,,,0.45,8.35,52.15140152,-109.262001
Saskatchewan,4717,winter_wheat,2024,8,47,59.47,48.2,70.74,70.23,,,,0.77,6.14,53.79119873,-108.9599991
Saskatchewan,4712,winter_wheat,2024,8,47,66.14,53.08,79.19,82.31,,,,0.47,11.63,51.94589996,-107.7990036
Saskatchewan,4711,winter_wheat,2024,8,47,54.01,47.33,60.7,54.87,,,,0.8,4.19,51.67309952,-106.0029984
Saskatchewan,4716,winter_wheat,2024,8,47,55.53,44.89,66.18,69.71,,,,0.74,6.72,56.79359818,-105.9339981
Saskatchewan,4710,winter_wheat,2024,8,47,53.92,47.6,60.22,36.65,-1.79,-13.31,-0.12,0.63,5.36,51.6393013,-104.1080017
Saskatchewan,4715,winter_wheat,2024,8,47,60.01,51.06,68.96,64.25,,,,0.8,4.87,52.89289856,-105.586998
Saskatchewan,4709,winter_wheat,2024,8,47,52.02,42.24,61.82,25.98,5.36,2.61,0.15,0.38,8.02,51.7173996,-102.4309998
Saskatchewan,4714,winter_wheat,2024,8,47,59.13,50.56,67.7,46.07,-1.41,17.32,-0.08,0.65,6.44,53.01649857,-103.3099976
British Columbia / Colombie-Britannique,5900,winter_wheat,2024,8,59,55.55,55.55,55.55,,,,,,,56.94729996,-116.8280029
Manitoba,4601,winter_wheat,2024,9,46,58.59,48.71,68.47,39.92,,,,0.57,9.07,49.27149963,-100.3990021
Manitoba,4602,winter_wheat,2024,9,46,55.4,48.26,62.55,25.68,,,,0.56,7.54,49.79869843,-100.2649994
Manitoba,4603,winter_wheat,2024,9,46,74.27,63.07,85.47,48.56,,,,0.5,8.93,50.34700012,-100.387001
Manitoba,4604,winter_wheat,2024,9,46,69.48,60.85,78.11,79.2,,,,0.99,1.62,51.0135994,-101.1809998
Manitoba,4606,winter_wheat,2024,9,46,48.81,39.04,58.58,11.21,-7.67,-8.6,-5.96,0.58,7.09,51.12139893,-99.88110352
Manitoba,4607,winter_wheat,2024,9,46,62.82,54.04,71.6,10.62,6.4,6.47,0.5,0.64,6.79,49.98550034,-98.45970154
Manitoba,4608,winter_wheat,2024,9,46,62.53,56.96,68.08,10.37,,,,0.8,5.36,49.27899933,-98.30419922
Manitoba,4609,winter_wheat,2024,9,46,74.16,63.31,84.99,16.77,,,,0.47,11.97,49.63000107,-96.80410004
Manitoba,4610,winter_wheat,2024,9,46,67.94,51.09,84.8,13.17,,,,0.61,11.58,49.73680115,-95.84950256
Manitoba,4611,winter_wheat,2024,9,46,72.17,61.12,83.21,19.43,,,,0.58,8.41,50.22650146,-97.2460022
Manitoba,4612,winter_wheat,2024,9,46,35.6,24.4,46.8,-25.49,,,,0.75,8.28,55.729599,-97.167099
New Brunswick / Nouveau-Brunswick,1300,winter_wheat,2024,9,13,50.35,40.84,59.87,5.89,-8.41,,-0.32,0.38,7.16,46.61719894,-66.37850189
Nova Scotia / Nouvelle-Écosse,1200,winter_wheat,2024,9,12,59.17,51.05,67.28,-3.77,-17.18,-16.43,-2.16,0.71,5.03,45.14590073,-63.33179855
Ontario,3500,winter_wheat,2024,9,35,90.4,85.11,95.68,24.55,2.51,-3.53,0.27,0.84,3.57,50.44540024,-86.04720306
Prince Edward Island / Île-du-Prince-Édouard,1100,winter_wheat,2024,9,11,68.01,59.65,76.37,31.85,-5.57,-13.69,-0.38,0.66,6.61,46.39030075,-63.2458992
Quebec,2400,winter_wheat,2024,9,24,57.88,50.96,64.81,22.76,5.58,6.4,0.24,0.47,5.86,53.39260101,-71.78160095
Alberta,4810,winter_wheat,2024,9,48,53.16,44.53,61.77,24.53,17.74,-3.87,0.6,0.67,6.18,50.66460037,-110.9089966
Alberta,4820,winter_wheat,2024,9,48,55.86,50.84,60.88,18.91,7.84,26.38,0.36,0.86,4.38,50.52590179,-112.5500031
Alberta,4830,winter_wheat,2024,9,48,64.08,57.2,70.95,28.97,2.37,18.23,0.11,0.86,5.57,51.08769989,-115.1790009
Alberta,4840,winter_wheat,2024,9,48,42.36,34.81,49.91,20.4,,,,0.77,5.5,52.48089981,-111.4990005
Alberta,4841,winter_wheat,2024,9,48,49.21,41.63,56.79,22.86,,,,0.5,6.32,53.36869812,-111.6920013
Alberta,4850,winter_wheat,2024,9,48,73.76,64.7,82.83,62.4,,23.56,,0.77,7.68,52.69950104,-114.6679993
Alberta,4860,winter_wheat,2024,9,48,33.08,17.85,48.31,-5.35,,,,0.66,8.6,56.47129822,-112.810997
Alberta,4870,winter_wheat,2024,9,48,56.15,44.36,67.95,38.75,7.83,17.23,0.43,0.56,13.12,56.94729996,-116.8280029
Saskatchewan,4704,winter_wheat,2024,9,47,48.36,40.54,56.18,48.39,33.58,,0.65,0.72,5.91,49.53290176,-108.7890015
Saskatchewan,4708,winter_wheat,2024,9,47,49.02,41.78,56.26,53.59,,,,0.84,5.52,50.71530151,-108.8300018
Saskatchewan,4703,winter_wheat,2024,9,47,35.45,26.92,43.97,17.63,26.94,317.03,0.44,0.67,6.55,49.54230118,-106.4049988
Saskatchewan,4707,winter_wheat,2024,9,47,39,30.89,47.1,12.2,,,,0.8,5.16,50.59840012,-106.6139984
Saskatchewan,4702,winter_wheat,2024,9,47,61.26,51.71,70.81,73.74,4.65,,0.18,0.76,6.7,49.52310181,-104.2490005
Saskatchewan,4706,winter_wheat,2024,9,47,44.63,35.98,53.28,15.44,-13.22,,-0.42,0.65,6.96,50.59830093,-104.3659973
Saskatchewan,4701,winter_wheat,2024,9,47,46.38,36.25,56.51,27.91,,,,0.4,8.23,49.52339935,-102.3099976
Saskatchewan,4705,winter_wheat,2024,9,47,49.88,41.11,58.65,23.52,-0.29,24.08,-0.01,0.53,6.45,50.58200073,-102.3919983
Saskatchewan,4713,winter_wheat,2024,9,47,53.92,43.89,63.95,61.35,,,,0.45,8.35,52.15140152,-109.262001
Saskatchewan,4717,winter_wheat,2024,9,47,65.5,56.63,74.37,87.48,,,,0.76,6.26,53.79119873,-108.9599991
Saskatchewan,4712,winter_wheat,2024,9,47,64.58,52.52,76.65,78.02,,,,0.47,11.69,51.94589996,-107.7990036
Saskatchewan,4711,winter_wheat,2024,9,47,54.32,47.39,61.26,55.76,,,,0.79,4.28,51.67309952,-106.0029984
Saskatchewan,4716,winter_wheat,2024,9,47,55.24,45.88,64.59,68.8,,,,0.74,6.72,56.79359818,-105.9339981
Saskatchewan,4710,winter_wheat,2024,9,47,53.91,47.98,59.84,36.63,-1.8,-13.33,-0.12,0.63,5.36,51.6393013,-104.1080017
Saskatchewan,4715,winter_wheat,2024,9,47,61.78,55.82,67.75,69.1,,,,0.8,4.87,52.89289856,-105.586998
Saskatchewan,4709,winter_wheat,2024,9,47,52.34,42.96,61.73,26.76,6.01,3.24,0.17,0.39,7.99,51.7173996,-102.4309998
Saskatchewan,4714,winter_wheat,2024,9,47,59.52,52.02,67.02,47.03,-0.76,18.1,-0.04,0.65,6.44,53.01649857,-103.3099976
British Columbia / Colombie-Britannique,5900,winter_wheat,2024,9,59,55.55,55.55,55.55,,,,,,,56.94729996,-116.8280029
